"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quelle est la définition de l'eczéma de contact allergique ?","Inflammation cutanée due à une agression chimique directe","Réaction immunitaire immédiate médiée par les IgE","Phénomène inflammatoire cutané dû à une sensibilisation à des substances en contact avec la peau, avec réaction lymphocytaire T d'hypersensibilité retardée","Infection cutanée bactérienne","3","L'eczéma de contact allergique est un 'phénomène inflammatoire cutané due à une sensibilisation à des substances en contact avec le revêtement cutanée, suivie d'une réaction immunitaire, lymphocytaire T, faisant intervenir l'hypersensibilité retardée'.","Easy"
"Quelle est la durée de la phase de sensibilisation dans l'eczéma de contact allergique ?","24-48 heures","10-15 jours","1 mois","Quelques heures","2","La phase de sensibilisation dure '10 – 15 jours' et est asymptomatique.","Easy"
"Quel type cellulaire capte l'allergène dans la peau lors de la phase de sensibilisation ?","Kératinocytes","Mastocytes","Cellules de Langerhans","Lymphocytes B","3","'Captation par les cellules de Langerhans (cellules dendritiques de l'épiderme)'.","Easy"
"Dans l'eczéma de contact allergique, le prurit apparaît dans quel délai après le contact avec l'allergène chez un sujet sensibilisé ?","Immédiatement","24-48 heures","10-15 jours","1 semaine","2","'Prurit intense 24 – 48 heures après contacte avec l’allergène potentiel'.","Easy"
"Quel est l'aspect caractéristique des lésions cutanées dans l'eczéma de contact allergique aigu ?","Bords nets et réguliers","Bords émiettés (potipotika)","Lésions purpuriques","Nodules sous-cutanés","2","'Lésion en placards à contours émiettés (potipotika)'.","Easy"
"Quelle est la topographie évocatrice d'une sensibilisation au nickel ?","Paupières","Lobe des oreilles, poignet et ombilic","Plantes des pieds","Dos des mains","2","'Eczéma du lobe des oreilles, du poignet et de l'ombilic : sensibilisation au nickel'.","Easy"
"Quel examen paraclinique est le diagnostic de certitude de l'allergène en cause dans l'eczéma de contact ?","Biopsie cutanée","Patch-tests (tests épicutanés)","Dosage des IgE spécifiques","Numération formule sanguine","2","'Teste épicutanés ou patch-test : Diagnostic de certitude de l’allergène en cause'.","Easy"
"Combien de temps les patch-tests sont-ils laissés en place sous occlusion ?","24 heures","48 heures","72 heures","12 heures","2","'appliqué sous occultion sur le dos pendant 48 heures'.","Easy"
"Quelle est la première lecture des patch-tests effectuée après ?","Immédiatement après retrait","15 minutes après retrait","48 heures après retrait","24 heures après retrait","2","'1ère lecture faite au bout de 48 heures après, attendre 15 min après avoir décollée les patch-tests'.","Easy"
"Dans le diagnostic différentiel entre eczéma de contact allergique et dermite d'irritation, quel symptôme est typique de l'eczéma de contact ?","Brûlure","Prurit","Douleur","Fièvre","2","Le tableau comparatif indique pour l'eczéma de contact 'Prurit' et pour la dermite d'irritation 'Brûlure'.","Easy"
