"front","back","cognitive_level"
"Quelle est la définition d’un abcès péri‑anal ?","Infection de l’anus faite de collection abcédée intra‑sphinctérienne.","Recall"
"Quelle est la définition d’une fistule péri‑anale ?","Mode évolutif ou complication évolutive de l’abcès qui s’ouvre vers la peau ou vers d’autres organes avoisinants.","Recall"
"Où se situe le point de départ de l’infection dans l’abcès ou la fistule péri‑anale ?","À l’intérieur du canal anal, sur la ligne des cryptes, au niveau des glandes de HERMANN DESFONS.","Recall"
"Quelles sont les trois pathologies exclues du cadre des abcès ou fistules péri‑anales spontanées ?","Les abcès prostato‑urétraux, les abcès de la fistule recto‑vaginale, les abcès de l’ostéite pubienne.","Recall"
"Comment se constitue le micro‑abcès initial dans l’étiopathogénie ?","Micro‑abcès intra‑sphinctérien se communiquant avec les fonds des cryptes par l’intermédiaire des canaux glandulaires par l’orifice interne primaire (situé dans les cryptes).","Understanding"
"Quelles sont les deux voies de diffusion possibles du micro‑abcès ?","Soit vers la peau par l’orifice externe, soit vers le rectum par l’orifice interne secondaire.","Recall"
"Citez les deux évolutions possibles d’un micro‑abcès péri‑anal.","1) Le trajet fistuleux ne se résorbe pas, le foyer d’abcès est entretenu → fistule péri‑anale. 2) Le trajet fistuleux se résorbe, le foyer se déterge momentanément (période d’accalmie) puis se réveille → abcès péri‑anal récidivant.","Analysis"
"Quels sont les cinq types topographiques d’abcès péri‑anal ?","Abcès sous‑muqueux, sous‑cutané, de l’espace pelvi‑rectal supérieur, de la fosse ischio‑rectale (abcès en fer à cheval), inter‑sphinctérien.","Recall"
"Selon la classification de ARNOUS BENSAUDE, quelles sont les quatre types de fistules péri‑anales ?","1) Fistule intra‑sphinctérienne (trajet sous‑muqueux à l’intérieur du sphincter). 2) Fistule trans‑sphinctérienne (inférieure ou profonde). 3) Fistule supra‑sphincterienne (traverse le releveur de l’anus). 4) Fistule intramurale (chemine entre sphincter interne et groupe du sphincter externe).","Recall"
"Dans la fistule trans‑sphinctérienne, que décrit la forme inférieure et la forme profonde ?","Inférieure : trajet entre sphincter sous‑cutané et sphincter superficiel. Profonde : trajet entre sphincter profond et les releveurs de l’anus.","Recall"
"Quels sont les signes généraux (SG) de l’abcès péri‑anal ?","Fièvre d’intensité variable.","Recall"
"Quels sont les signes fonctionnels (SF) de l’abcès péri‑anal ?","Douleur anale permanente, pulsatile, continue, non rythmée par la défécation mais aggravée par celle‑ci.","Recall"
"À l’inspection d’un abcès péri‑anal, que trouve‑t‑on ?","Tuméfaction péri‑anale, rose, luisante, à point de se rompre.","Recall"
"Que recherche le toucher rectal (TR) dans l’abcès péri‑anal ?","Apprécier la région péri‑anale, toucher péri‑anal puis canal anal, induration de la région malade, apprécier la diffusion de l’infection, déplissement laissant sourdre du pus.","Application"
"Que montre l’anuscopie dans l’abcès péri‑anal ?","L’orifice primaire interne à travers lequel il s’écoule du pus.","Recall"
"Quel est le signe fonctionnel principal de la fistule péri‑anale ?","Écoulement anal rythmé par la défécation, d’aspect glaireux ou purulent.","Recall"
"Où siège l’orifice externe d’une fistule péri‑anale ?","Le plus souvent au niveau d’un trou cicatriciel (d’épisodes antérieurs) à travers lequel s’écoule le pus ; il peut être multiple.","Recall"
"Que perçoit‑on au toucher anal (TA) pour une fistule péri‑anale ?","L’orifice interne siège au niveau des cryptes, bien appréciable par le toucher sous forme d’une dépression.","Recall"
"Quel examen paraclinique permet d’opacifier le trajet fistuleux et que montre‑t‑il ?","La fistulographie : opacification du trajet fistuleux, objectivant la communication avec le canal anal, et pouvant montrer un diverticule (poche) sur le trajet.","Understanding"
"Pourquoi l’abcès péri‑anal est‑il une urgence chirurgicale ?","Laissé à lui seul, il entrave le pronostic anal par le dégât sphinctérien qu’il engendre. De plus, un abcès de l’espace pelvi‑rectal peut se fistuliser dans la grande cavité abdominale → péritonite.","Analysis"
"Quel est le but principal du traitement chirurgical des abcès et fistules péri‑anales ?","Préserver le pronostic fonctionnel du sphincter nécessaire au contrôle de la défécation.","Recall"
"Quelle est la technique chirurgicale pour un abcès péri‑anal ?","Mise à plat de l’abcès par incision radiée en pleine collection et drainage de l’abcès.","Recall"
"Quelle est la technique pour une fistule péri‑anale ?","Fistulectomie.","Recall"
"Comment traite‑t‑on spécifiquement une fistule trans‑sphinctérienne ?","Section élastique à tension progressive en vue d’une résection lente du trajet fistuleux.","Recall"
