"front","back","cognitive_level"
"Qu’est-ce qu’une greffe de cornée ?","C’est remplacer un fragment de cornée opaque par une cornée saine, transparente, venant d’un donneur cadavre. C’est une homogreffe (tous les essais d’hétérogreffe ou de matériaux artificiels ont échoué).","Recall"
"Qui a réalisé la première greffe de cornée chez l’homme et en quelle année ?","Von Hippel en 1887.","Recall"
"Quelle est la particularité de la cornée qui en fait un site privilégié pour la greffe ?","La cornée est avasculaire. Le taux de succès est de 60 à 90 %.","Recall"
"Qu’est-ce qu’une kératoplastie transfixiante (KT) ?","Technique de greffe de cornée consistant à prélever par trépanation circulaire une rondelle de cornée pathologique du receveur (diamètre 7-8 mm), la remplacer par une rondelle identique de cornée saine du donneur, et suturer à la cornée du receveur par un surjet ou points séparés de fil non résorbable (nylon 10.0) sous microscope opératoire.","Recall"
"Qu’est-ce qu’une kératoplastie lamellaire antérieure profonde (KLAP) ?","Technique où l’on pratique d’abord un plan de clivage dans la cornée en laissant en place la membrane de Descemet et l’endothélium. On ne greffe que la partie antérieure (épithélium, membrane de Bowman et stroma).","Recall"
"Quelles sont les indications de la kératoplastie lamellaire antérieure profonde (KLAP) ?","Kératocône, séquelles de kératite infectieuse.","Recall"
"Qu’est-ce qu’une kératoplastie endothéliale (KE) ?","Technique où l’on ne greffe que la membrane de Descemet et l’endothélium, en laissant en place chez le receveur le stroma et l’épithélium.","Recall"
"Quelles sont les indications de la kératoplastie endothéliale (KE) ?","Atteintes endothéliales pures : dystrophies bulleuses, cornea guttata (dystrophie endothéliale où l’endothélium prend la forme de métal ou fer forgé).","Recall"
"Quel est le traitement post-opératoire d’une greffe de cornée et pendant combien de temps ?","Corticothérapie locale pendant 1 an.","Recall"
"Combien de temps les points de suture sont-ils laissés en place après une greffe de cornée ?","Environ 1 an.","Recall"
"Quelles affections peuvent laisser une opacification cornéenne avec BAV justifiant une greffe ?","Traumatisme perforant de la cornée, brûlures chimiques (base ++), dégénérescences cornéennes (30-40 %), kératocône, dystrophie cornéenne héréditaire (rare), kératites (herpétique, abcès bactérien, amibienne), dystrophie bulleuse de la personne âgée.","Recall"
"Qu’est-ce que le kératocône ?","Affection cornéenne débutant chez l’enfant ou l’adulte jeune, caractérisée par un amincissement progressif, un astigmatisme irrégulier, puis des opacités cornéennes.","Recall"
"Quelle est la particularité de la kératite herpétique comme indication de greffe de cornée ?","Elle représente 5 % des greffes de cornée au stade de séquelles. Elle est toujours grave car récidivante, nécessitant un traitement antiviral de couverture au long terme chez le receveur.","Recall"
"Qu’est-ce que la dystrophie bulleuse de la personne âgée ?","Perte de cellules endothéliales cornéennes (45 % des greffes de cornée). Peut être due à des interventions chirurgicales itératives (glaucome, cataracte) – moins fréquente après phacoémulsification – ou à une altération constitutionnelle des cellules endothéliales (cornea guttata) responsable d’une perte progressive des cellules endothéliales avec l’âge.","Recall"
"Quel est le pronostic anatomique et fonctionnel à long terme de la greffe de cornée ?","Bons résultats dans 2/3 des cas : la cornée devient transparente avec une bonne récupération visuelle.","Recall"
"Quelles sont les complications de la greffe de cornée ?","Retard d’épithélialisation du greffon, défaillance précoce de l’endothélium du greffon (œdème cornéen précoce quelques jours après la greffe), récidive de la maladie causale (herpès ou dystrophie de la cornée), hypertonie oculaire, astigmatisme postopératoire important et irrégulier.","Recall"
"Qu’est-ce que le rejet immunitaire (maladie du greffon) après greffe de cornée et quels en sont les signes ?","Rejet immunitaire se manifestant par : Œil Rouge Douloureux (ORD), Baisse de l’Acuité Visuelle (BAV), Précipité Rétro-Descemetique (PRD), et opacification progressive par défaillance endothéliale.","Recall"
"Quels sont les 5 facteurs de risque de rejet immunitaire après greffe de cornée ?","1) Vascularisation cornéenne, 2) Grand diamètre du greffon, 3) Greffes itératives, 4) Jeune âge (< 12 ans), 5) Récidive infectieuse (herpès).","Recall"
"Pourquoi la corticothérapie locale est-elle prolongée pendant 1 an après greffe de cornée ?","Pour prévenir ou traiter le rejet immunitaire, car le greffon est un tissu étranger même si la cornée est avasculaire. Le risque de rejet existe, surtout en présence de facteurs de risque.","Understanding"
"Comparez les 3 techniques de kératoplastie (KT, KLAP, KE) en fonction des couches cornéennes remplacées.","KT (kératoplastie transfixiante) : remplace toute l’épaisseur de la cornée (épithélium, Bowman, stroma, Descemet, endothélium). KLAP (kératoplastie lamellaire antérieure profonde) : remplace épithélium + Bowman + stroma, laisse Descemet et endothélium du receveur. KE (kératoplastie endothéliale) : remplace uniquement Descemet + endothélium, laisse épithélium, Bowman et stroma du receveur.","Analysis"
"Pourquoi les brûlures chimiques par les bases sont-elles particulièrement citées comme indication de greffe ?","Le document mentionne brûlures chimiques (base ++) sans plus de détail, mais en pratique clinique, les brûlures par alcalins pénètrent plus profondément et rapidement que les acides, causant des opacifications sévères. À retenir : base ++ est noté comme particulièrement pourvoyeuse de séquelles.","Application"
