"question","answer","explanation","difficulty"
"Quelle est la définition de l'hypertension portale selon le document ?","Élévation de la pression portale > 15 mmHg, ou différence de pression entre système cave et système porte > 5 mmHg, secondaire à un obstacle.","Document.","Easy"
"Quels sont les trois types d'HTP selon le siège de l'obstacle ?","Bloc intra-hépatique (dans le foie), bloc infra-hépatique (sur la veine porte), bloc supra-hépatique (sur les veines sus-hépatiques).","Document.","Easy"
"Quels sont les quatre types d'anastomoses porto-caves ?","Inférieure (veine hémorroïdaire), supérieure (veine œsophagienne), antérieure (veine ombilicale), postérieure (veine rénale gauche).","Document.","Medium"
"Qu'est-ce qu'un cavernome ?","Anastomose porto-porte, réseau veineux collatéral autour de la veine porte, secondaire à un bloc infra-hépatique.","Document.","Medium"
"Quels sont les quatre signes cardinaux cliniques de l'HTP ?","Circulations veineuses collatérales abdominales, varices œsophagiennes/gastriques, splénomégalie, ascite.","Document.","Easy"
"Quels sont les trois signes endoscopiques de gastropathie congestive ?","Lésions purpuriques, lésions en mosaïque (peau de serpent), dilatation des vaisseaux sous-muqueux.","Document.","Medium"
"Quels sont les trois grades des varices œsophagiennes ?","Grade 1 : <5mm, disparaissent à l'insufflation ; Grade 2 : >5mm, persistent, non confluentes ; Grade 3 : grosses, confluentes.","Document.","Medium"
"Quels sont les deux signes rouges pariétaux prédisposant à la rupture des varices ?","Macules et zébrures.","Document.","Easy"
"Quels sont les trois examens paracliniques non invasifs pour le diagnostic d'HTP ?","Échographie abdominale, endoscopie digestive, scanner/IRM.","Document.","Easy"
"Quelles sont les trois veines dilatées au scanner dans les anastomoses porto-caves ?","Veine gastrique, veine para-ombilicale, veine spléno-rénale.","Document.","Medium"
"Quelles sont les trois veines anormalement développées à la laparoscopie ?","Veine épiploïque, veine du ligament rond, veine du ligament phréno-colique.","Document.","Medium"
"Quelle est la complication la plus redoutable de l'HTP et comment se manifeste-t-elle ?","Hémorragie digestive par rupture de varices œsophagiennes : hématémèse massive (500-750cc/vomissement), choc hypovolémique, décès possible en 4-5 vomissements.","Document.","Easy"
"Quelles sont les principales causes de bloc infra-hépatique ?","Thrombose de la veine porte (principale), invasion néoplasique, malformations congénitales, compressions (cancer pancréas/estomac, pancréatite, adénopathies).","Document.","Medium"
"Quelles sont les principales causes de bloc intra-hépatique ?","Cirrhose (+++), bilharziose hépatique, fibrose hépatique congénitale, sclérose hépatorénale, cirrhose biliaire primitive/secondaire, hyperplasie nodulaire régénérative.","Document.","Medium"
"Quelles sont les principales causes de bloc supra-hépatique (syndrome de Budd-Chiari) ?","Polycytémie (maladie de Vaquez), extension de cancer du foie ou du rein, compression directe des veines sus-hépatiques.","Document.","Medium"
"Quel est l'intérêt de l'échographie abdominale dans l'HTP ?","Confirmation de splénomégalie, détection d'ascite, analyse du tronc porte (diamètre, cavernome).","Document.","Easy"
"Quel est l'intérêt de l'endoscopie digestive dans l'HTP ?","Diagnostic de varices œsophagiennes et gastriques, gradation, recherche de signes rouges, diagnostic de gastropathie congestive.","Document.","Easy"
"Quel est l'intérêt de la manométrie par voie transjugulaire ?","Mesure objective des pressions portale et cave.","Document.","Medium"
"Quelle est la différence entre les varices œsophagiennes de grade 1 et grade 2 ?","Grade 1 : <5mm, disparaissent à l'insufflation ; Grade 2 : >5mm, persistent à l'insufflation et non confluentes.","Document.","Medium"
"Pourquoi les varices œsophagiennes sont-elles une cause fréquente d'hémorragie digestive grave ?","Car elles sont fragiles, de gros calibre, et la pression portale élevée peut les rompre, entraînant une hémorragie cataclysmique.","Document.","Medium"
"Un patient cirrhotique présente une splénomégalie, une ascite et des varices œsophagiennes. Quel est le type de bloc ?","Bloc intra-hépatique (cirrhose).","Document.","Easy"
"Un patient a une HTP, une échographie montre un tronc porte à 15 mm. Quel type de bloc ?","Bloc intra-hépatique (dilatation du tronc porte).","Document.","Easy"
"Un patient a une HTP, une échographie montre un cavernome. Quel type de bloc ?","Bloc infra-hépatique (thrombose de la veine porte).","Document.","Easy"
"Un patient présente une hépatomégalie, une splénomégalie, une ascite, et une échographie montre une dilatation des veines sus-hépatiques. Quel diagnostic évoquer ?","Syndrome de Budd-Chiari (bloc supra-hépatique).","Document.","Medium"
"Quelle est la particularité des varices gastriques par rapport aux varices œsophagiennes ?","Moins fréquentes, localisées au cardia et grosse tubérosité, peuvent aussi saigner.","Document.","Medium"
"Quel est le volume approximatif de sang perdu par vomissement lors d'une rupture de varice ?","500-750 cc.","Document.","Easy"
"Combien de vomissements peuvent entraîner le décès par rupture de varices ?","4 à 5 vomissements.","Document.","Easy"
"Quel est le mécanisme de la formation des circulations veineuses collatérales abdominales ?","Le sang du système porte en hyperpression emprunte des voies collatérales vers le système cave via les anastomoses antérieure (veine ombilicale).","Document.","Medium"
"Qu'est-ce que le signe de Hackett II ou III ?","Grade de splénomégalie (non détaillé, mais cité).","Document.","Difficult"
"La bilharziose hépatique donne-t-elle une HTP de type intra-hépatique ?","Oui.","Document.","Easy"
"La pancréatite chronique peut-elle entraîner une HTP ?","Oui, par compression de la veine porte (bloc infra-hépatique).","Document.","Easy"
"Quel est l'aspect des varices œsophagiennes à l'endoscopie ?","Cordons bleutés, sous-muqueux, de taille variable, siégeant au 1/3 inférieur.","Document.","Easy"
"Quels sont les deux objectifs de la manométrie transjugulaire ?","Mesurer la pression portale et la pression cave.","Document.","Easy"
"Quelle est l'anastomose porto-cave responsable des hémorroïdes ?","L'anastomose inférieure (veine mésentérique inférieure -> veine hémorroïdaire).","Document.","Medium"
"Quelle est l'anastomose porto-cave responsable de la circulation collatérale abdominale (caput medusae) ?","L'anastomose antérieure (veine ombilicale).","Document.","Medium"
"Quelle est l'anastomose porto-cave responsable des varices œsophagiennes ?","L'anastomose supérieure (veine coronaire stomachique -> veine œsophagienne).","Document.","Easy"
"Quelle est l'anastomose porto-cave responsable des varices rétropéritonéales (veine rénale gauche) ?","L'anastomose postérieure.","Document.","Medium"
"Un patient avec une HTP et un cavernome à l'échographie : quel traitement étiologique pourrait être discuté ?","Traitement de la thrombose porte (anticoagulation) ou de la cause sous-jacente.","Non détaillé dans le document.","Difficult"
