"front","back","cognitive_level"
"Quelle est la définition de l’hypertension portale (HTP) ?","Élévation de la pression portale > 15 mmHg (au niveau du système porte), ou élévation de la différence de pression > 5 mmHg entre le système cave et le système porte. L’HTP est secondaire à un obstacle (bloc) au niveau du système porte.","Recall"
"Quelle est la complication la plus redoutable de l’hypertension portale ?","L’hémorragie digestive (par rupture de varices œsophagiennes).","Recall"
"Quels sont les trois types d’HTP selon le siège de l’obstacle ?","1) Bloc intra-hépatique (au niveau du foie, le plus fréquent). 2) Bloc sous-hépatique, infra-hépatique ou pré-hépatique (obstacle sur la veine porte). 3) Bloc sus-hépatique, supra-hépatique ou post-hépatique (obstacle sur les veines sus-hépatiques).","Recall"
"Quelles sont les quatre anastomoses porto-caves ?","1) Inférieure : veine mésentérique inférieure → veine hémorroïdaire → veine cave inférieure. 2) Supérieure : veine coronaire stomachique → veine œsophagienne → veine cardia → veine cave supérieure. 3) Antérieure : veine du ligament falciforme → veine abdominale → veine ombilicale → veine cave inférieure. 4) Postérieure : veine cardio-tubérositaire → veine rénale gauche → veine cave inférieure.","Recall"
"Qu’est-ce qu’une anastomose porto-porte ?","Circulation collatérale entre le territoire porte en hyperpression et le territoire porte à basse pression, se présentant sous forme d’un manchon veineux autour de la veine porte appelé « cavernome ».","Recall"
"Quels sont les quatre signes cardinaux cliniques de l’HTP ?","1) Circulations veineuses collatérales abdominales (sus-ombilicales puis flancs puis sous-ombilicales). 2) Varices œsophagiennes et gastriques (asymptomatiques au début, puis hémorragies digestives). 3) Splénomégalie (modérée, ferme, indolore, Hackett II ou III). 4) Ascite (d’abondance variable).","Recall"
"Quels sont les buts de l’échographie abdominale dans le bilan d’une HTP ?","Confirmation de la splénomégalie, détection d’une éventuelle ascite, analyse du tronc porte (diamètre normal <12 mm). Bloc intra-hépatique : dilatation du tronc porte. Bloc infra-hépatique : cavernome.","Recall"
"Qu’est-ce que la gastropathie congestive (gastropathie d’HTP) à l’endoscopie digestive ?","Lésion purpurique, lésion en mosaïque (en peau de serpent), dilatation des vaisseaux sous-muqueux.","Recall"
"Quels sont les grades des varices œsophagiennes (VO) selon l’endoscopie ?","Grade 1 : petites VO <5 mm, disparaissant à l’insufflation. Grade 2 : grosses VO >5 mm, ne disparaissant pas à l’insufflation, non confluentes. Grade 3 : grosses varices confluentes.","Recall"
"Quels sont les signes rouges (signes de pré-rupture) des varices œsophagiennes ?","Macules et zébrures. Le risque hémorragique est corrélé à la taille des varices et à la présence de signes pariétaux (signes rouges).","Recall"
"Quelles anomalies peut-on observer au scanner/IRM avec injection dans l’HTP ?","Dilatation du tronc porte, dilatation des anastomoses porto-caves : veine gastrique, veine para-ombilicale, veine spléno-rénale.","Recall"
"Quelles sont les trois principales étiologies d’HTP selon le siège du bloc ?","Bloc infra-hépatique (pré-hépatique) : thrombose de la veine porte, invasion néoplasique, malformations congénitales, compressions. Bloc intra-hépatique : cirrhose du foie +++, bilharziose hépatique, fibrose congénitale, etc. Bloc supra-hépatique : syndrome de Budd-Chiari (obstruction des veines sus-hépatiques ou de la veine cave inférieure).","Recall"
"Quelle est la principale cause de bloc infra-hépatique (pré-hépatique) ?","Thrombose de la veine porte.","Recall"
"Quelle est la principale cause de bloc intra-hépatique ?","Cirrhose du foie (toutes étiologies confondues).","Recall"
"Qu’est-ce que le syndrome de Budd-Chiari ?","Obstruction des veines sus-hépatiques (parfois de la veine cave inférieure) réalisant un bloc supra-hépatique. Causes : polycytémie (maladie de Vaquez), extension d’un cancer du foie ou du rein, compression directe.","Recall"
"Un patient cirrhotique présente une splénomégalie, une ascite, des circulations veineuses collatérales abdominales et une hématémèse. Quel diagnostic complémentaire de l’HTP devez-vous suspecter et quel examen endoscopique permet de visualiser la lésion responsable de l’hémorragie ?","Diagnostic : HTP sur cirrhose (bloc intra-hépatique) compliquée de rupture de varices œsophagiennes. L’endoscopie digestive haute visualise les varices œsophagiennes (grades 1-3) et les signes rouges.","Application"
"À l’échographie abdominale d’un patient suspect d’HTP, on ne visualise pas de tronc porte dilaté mais un manchon veineux autour de la veine porte. Quel type de bloc est en cause ?","Bloc infra-hépatique (pré-hépatique) avec cavernome (anastomose porto-porte).","Analysis"
"Un patient sans hépatopathie connue présente une HTP avec des varices œsophagiennes, une échographie montre une veine porte normale et une obstruction des veines sus-hépatiques. Quelle est l’étiologie la plus probable ?","Syndrome de Budd-Chiari (bloc supra-hépatique).","Analysis"
"Quel est le diamètre normal du tronc porte à l’échographie ?","< 12 mm.","Recall"
"Quel est le pronostic d’une rupture de varices œsophagiennes ?","Le patient peut mourir en 4-5 vomissements (500-750 cc par vomissement) par choc hypovolémique. C’est la complication redoutable.","Recall"
