"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Selon le document, quelle est la valeur seuil de la pression portale définissant une hypertension portale ?","> 10 mmHg","> 12 mmHg","> 15 mmHg","> 20 mmHg","3","Le document définit l'HTP par une 'Elévation de la pression portale > 15 mmHg (au niveau du système porte)'.","Easy"
"Quelle est la complication la plus redoutable de l'hypertension portale selon le document ?","L'ascite","L'encéphalopathie","L'hémorragie digestive","La splénomégalie","3","Document : 'Peut se compliquer : la plus redoutable étant l’hémorragie digestive'.","Easy"
"Quel est le type de bloc le plus fréquemment rencontré dans l'HTP ?","Bloc supra-hépatique","Bloc infra-hépatique","Bloc intra-hépatique","Bloc mixte","3","Document : 'Obstacle au niveau du foie : BLOC INTRA-HEPATIQUE, c’est le type le plus fréquemment rencontré'.","Easy"
"Quelle est l'anastomose porto-cave responsable des varices œsophagiennes ?","Anastomose inférieure","Anastomose supérieure","Anastomose antérieure","Anastomose postérieure","2","Document : 'Anastomose supérieur : ... veine coronaire stomachique -> veine oesophagienne...'","Easy"
"Quel est le diamètre normal du tronc porte selon le document ?","< 10 mm","< 12 mm","< 15 mm","< 18 mm","2","Document : 'Analyse du tronc porte (N : diamètre < 12mm)'.","Easy"
"Quel signe échographique évoque un bloc infra-hépatique ?","Dilatation du tronc porte","Cavernome","Ascite","Splénomégalie","2","Document : 'Bloc infra-hépatique : cavernome'.","Easy"
"Quel est l'aspect endoscopique de la gastropathie d'hypertension portale ?","Ulcérations profondes","Lésion purpurique et en mosaïque (peau de serpent)","Polypes","Nodules","2","Document : 'Gastropathie congestive : Lésion purpurique, Lésion en mosaïque (en peau de serpent)'.","Easy"
"Quelle est la taille des varices œsophagiennes de grade 1 ?","< 3 mm","< 5 mm","> 5 mm","> 10 mm","2","Document : 'Grade 1 : Petites VO < 5mm de diamètre'.","Easy"
"Quel est le principal facteur de risque hémorragique des varices œsophagiennes ?","La localisation","La taille et la présence de signes rouges","Le nombre de varices","L'âge du patient","2","Document : 'Le risque hémorragique : Corrélé à la taille et la présence de signe pariétal (signe rouge)'.","Easy"
"Quel est le syndrome de Budd-Chiari ?","Obstruction des veines sus-hépatiques","Thrombose de la veine porte","Cirrhose du foie","Bilharziose hépatique","1","Document : 'Syndrome de Budd Chiari : Expliqué par une obstruction des veines sus-hépatiques'.","Easy"
"Quelle est la principale cause de bloc infra-hépatique selon le document ?","Pancréatite chronique","Thrombose de la veine porte","Cancer du pancréas","Adénopathies","2","Document : 'BLOC INFRA-HEPATIQUE : Thrombose de la veine porte : C’est la principale cause sous-hépatique'.","Easy"
"Quelle est la principale cause de bloc intra-hépatique ?","Bilharziose hépatique","Cirrhose du foie","Fibrose hépatique congénitale","Sclérose hépatorénale","2","Document : 'BLOC INTRA-HEPATIQUE : Cirrhose du foie +++'.","Easy"
"Quelle maladie sanguine peut causer un syndrome de Budd-Chiari ?","Leucémie","Polycytémie (maladie de Vaquez)","Thrombopénie","Hémophilie","2","Document : 'Polycytémie (maladie du sang... maladie de Vaquez)'.","Easy"
"Quel est le nom de l'anastomose porto-porte (circulation collatérale autour de la veine porte) ?","Cavernome","Manchon veineux","Réte mirabile","Varice","1","Document : 'Anastomose porto-porte : Se présente sous forme d’un Manchon veineux ... portant le nom de Cavernome'.","Easy"
"Quels sont les quatre signes cardinaux cliniques de l'HTP ?","Hépatomégalie, splénomégalie, ascite, ictère","Circulations veineuses collatérales, varices œsophagiennes, splénomégalie, ascite","Douleur abdominale, fièvre, ictère, encéphalopathie","Anémie, thrombopénie, leucopénie, œdèmes","2","Document : 'Clinique : 4 signes cardinaux importants : Circulations veineuses collatérales abdominales, Varices oesophagiennes et varices gastriques, Splénomégalie, Ascite'.","Easy"
"Quelle est la localisation préférentielle des varices œsophagiennes ?","1/3 supérieur de l'œsophage","1/3 moyen","1/3 inférieur","Sur toute la hauteur","3","Document : 'Retrouvés essentiellement au niveau du 1/3 inférieur de l’œsophage'.","Easy"
"Expliquez le mécanisme de formation des anastomoses porto-caves en cas d'HTP.","En raison de l'obstacle, le sang du système porte en hyperpression cherche à rejoindre le système cave à basse pression via des voies collatérales préexistantes.","Document.","Medium"
"Quels sont les quatre types d'anastomoses porto-caves décrits ?","Inférieure (hémorroïdaire), supérieure (œsophagienne), antérieure (ombilicale), postérieure (rénale gauche).","Document.","Medium"
"Quelle est la différence entre un bloc intra-hépatique et un bloc infra-hépatique sur le plan échographique ?","Intra-hépatique : dilatation du tronc porte (>12mm) ; infra-hépatique : cavernome (manchon veineux).","Document.","Medium"
"Quels sont les trois signes endoscopiques de gastropathie congestive ?","Lésion purpurique, lésion en mosaïque (peau de serpent), dilatation des vaisseaux sous-muqueux.","Document.","Medium"
"Quels sont les trois grades des varices œsophagiennes selon l'endoscopie ?","Grade 1 : <5mm, disparaissent à l'insufflation ; Grade 2 : >5mm, ne disparaissent pas, non confluentes ; Grade 3 : grosses confluentes.","Document.","Medium"
"Quels sont les deux types de signes rouges pariétaux annonçant une rupture imminente de varice ?","Macules et zébrures.","Document.","Medium"
"Quels sont les trois examens paracliniques autres que l'échographie et l'endoscopie cités pour le diagnostic d'HTP ?","Scannographie/IRM, laparoscopie, manométrie par voie transjugulaire.","Document.","Medium"
"Quelles sont les trois veines dilatées visualisables au scanner dans les anastomoses porto-caves ?","Veine gastrique, veine para-ombilicale, veine spléno-rénale.","Document.","Medium"
"Quelles sont les trois veines anormalement développées à la laparoscopie dans l'HTP ?","Veine épiploïque, veine du ligament rond, veine du ligament phréno-colique.","Document.","Medium"
"Quelle est la complication clinique typique de la rupture de varices œsophagiennes ?","Hématémèse massive (500-750 cc par vomissement) pouvant entraîner un choc hypovolémique et le décès en quelques vomissements.","Document.","Medium"
"Quels sont les sept types de causes de bloc intra-hépatique cités ?","Cirrhose, bilharziose hépatique, fibrose hépatique congénitale, sclérose hépatorénale, cirrhose biliaire primitive/secondaire, hyperplasie nodulaire régénérative.","Document.","Medium"
"Quelles sont les quatre causes de compression extrinsèque de la veine porte citées ?","Cancers (pancréas, estomac), pancréatite chronique, adénopathies bénignes (tuberculeuse), adénopathies malignes.","Document.","Medium"
"Quelles sont les trois causes du syndrome de Budd-Chiari citées ?","Polycytémie (maladie de Vaquez), extension d'un cancer du foie ou du rein, compression directe des veines sus-hépatiques.","Document.","Medium"
"Quel est le siège de l'obstacle dans le bloc supra-hépatique ?","Au niveau des veines sus-hépatiques (ou de la veine cave inférieure).","Document.","Medium"
"Quel est le siège de l'obstacle dans le bloc infra-hépatique ?","Au niveau de la veine porte (ou en amont).","Document.","Easy"
"Quel est le siège de l'obstacle dans le bloc intra-hépatique ?","Au niveau du foie (cirrhose, etc.).","Document.","Easy"
"Quel est le nom de l'anastomose porto-cave inférieure ?","Veine mésentérique inférieure vers veine hémorroïdaire puis cave inférieure.","Document.","Medium"
"Quel est le nom de l'anastomose porto-cave antérieure ?","Veine du ligament falciforme -> veine ombilicale -> cave inférieure.","Document.","Medium"
"Quel est le nom de l'anastomose porto-cave postérieure ?","Veine cardio-tubérositaire -> veine rénale gauche -> cave inférieure.","Document.","Medium"
"Quelles sont les caractéristiques de la splénomégalie dans l'HTP ?","Modérée, ferme, indolore, Hackett II ou III.","Document.","Easy"
"Quel est l'aspect des varices gastriques à l'endoscopie ?","Localisées au niveau du cardia et de la grosse tubérosité, moins fréquentes que les varices œsophagiennes.","Document.","Medium"
"Quel est le volume approximatif de sang perdu par vomissement lors d'une rupture de varices œsophagiennes ?","500-750 cc.","Document.","Easy"
"Quel est le pronostic d'une hémorragie par rupture de varices œsophagiennes non traitée ?","Décès par choc hypovolémique en quelques heures.","Document.","Medium"
"Quelle est la définition de l'HTP par la différence de pression entre système cave et système porte ?","Elévation de la différence de pression > 5 mmHg.","Document.","Easy"
