question,answer,explanation,difficulty
"Le vertige est une sensation de déplacement des objets par rapport au sujet.",True,"Le document indique : Sensation de déplacement des objets par rapport au sujet ou inversement.","Easy"
"Le nystagmus vestibulo-oculaire est un symptôme objectif du vertige.",True,"Le document précise : Symptôme objectif : Nystagmus vestibulo-oculaire.","Easy"
"Le vertige résulte d’un conflit entre les informations vestibulaires, proprioceptives et visuelles.",True,"Le document indique : Illusion de mouvement par conflit d’information sensorielle (vestibule - source proprioceptive - source visuelle).","Medium"
"Les quatre symptômes essentiels du vertige sont vertige, nystagmus, céphalées et vomissements.",False,"Le document cite : Vertige, nystagmus, vomissements, ataxie (pas céphalées).","Easy"
"Un vertige d’installation brutale évoque une origine périphérique.",True,"Le document précise : Mode d’installation : brutal (périphérique ?).","Medium"
"Un vertige progressif évoque une origine tumorale.",True,"Le document indique : progressif (tumoral ?).","Medium"
"Dans la maladie de Ménière, la durée du vertige peut dépasser 24 heures.",False,"Le document précise : Heures (maladie de Ménière jamais 24h).","Medium"
"Un vertige durant 30 secondes à 1 minute évoque un vertige itératif paroxystique.",True,"Le document indique : secondes (30s à 1mn : vertige itératif paroxystique).","Medium"
"Un nystagmus horizontal et rotatoire est caractéristique d’une origine centrale.",False,"Le document précise : Horizontale et rotatoire (habituellement pour l’origine périphérique).","Medium"
"Un nystagmus vertical pur évoque une origine périphérique.",False,"Le document indique : Pure (centrale) (surtout verticale pure).","Medium"
"La fixation visuelle abolit ou diminue le nystagmus périphérique.",True,"Le document précise : Effet de la fixation : le nystagmus diminue d’intensité ou est abolie = vertige périphérique.","Medium"
"Un nystagmus qui persiste malgré la fixation visuelle est d’origine centrale.",True,"Le document indique : Si persiste malgré la fixation = nystagmus central.","Medium"
"Le syndrome harmonieux est caractéristique d’une atteinte périphérique.",True,"Le document précise : Atteinte périphérique : syndrome harmonieux.","Medium"
"Le syndrome disharmonieux est caractéristique d’une atteinte périphérique.",False,"Le document indique : Atteinte centrale : syndrome disharmonieux.","Medium"
"Si le nystagmus bat vers la droite, la lésion vestibulaire se situe à droite.",False,"Le document précise : Si la direction est droite, la lésion du vestibule est gauche (la lésion est du côté de la secousse lente).","Difficult"
"Le nystagmus de degré I apparaît lorsque le patient regarde du côté de la secousse rapide.",True,"Le document indique : Degré I : nystagmus apparaît quand le patient regarde du côté de la secousse rapide.","Medium"
"Le nystagmus de degré II apparaît lors du regard direct.",True,"Le document précise : II : regard direct.","Medium"
"Le nystagmus de degré III apparaît lorsque le patient regarde du côté opposé à la secousse rapide.",True,"Le document indique : III : secousse lente (regard du côté opposé).","Difficult"
"L’épreuve calorique utilise de l’eau à 20°C et 50°C.",False,"Le document précise : eau froide (30°C) et chaude (44°C).","Medium"
"Un nombre de nystagmus normal à l’épreuve calorique calibrée est de 40.",True,"Le document indique : nombre de nystagmus normal : 40.","Medium"
"Une aréflexie correspond à un nombre de nystagmus nul (0).",True,"Le document précise : Si 0 = aréflexie.","Medium"
"Une hyporéflexie correspond à un nombre de nystagmus supérieur à 40.",False,"Le document indique : insuffisant = hyporéflexie (inférieur à 40).","Medium"
"Le vertige des hauteurs est un faux vertige.",True,"Le document cite : FAUX VERTIGES : Vertige des hauteurs.","Easy"
