question, option1, option2, option3, option4, answer, explanation, difficulty
"Quelles sont les annexes fœtales ?", "Placenta, membranes, liquide amniotique, cordon", "Utérus, trompes, ovaires", "Cœur, poumons, cerveau", "Foie, reins, intestins", "1", "Le document : 'Comprennent : Placenta, Membranes, Liquide amniotique, Cordon'", "Easy"
"Quel est le diamètre normal du placenta à terme ?", "10-15 cm", "16-20 cm", "21-25 cm", "26-30 cm", "2", "Le document : 'Diamètre : 16 - 20cm'", "Easy"
"Quelle est l'épaisseur normale du placenta au centre ?", "10-15 mm", "15-20 mm", "20-30 mm", "30-40 mm", "3", "Le document : 'Epaisseur : Centre : 20 - 30 mm'", "Easy"
"Quel est le poids normal du placenta à terme ?", "300-400 g", "400-500 g", "500-600 g", "600-700 g", "3", "Le document : 'Poids = 500 - 600g'", "Easy"
"Quel est le rapport normal entre le poids placentaire et le poids fœtal ?", "1/3", "1/4", "1/5", "1/6", "4", "Le document : '<=> 1/6 du poids foetal'", "Easy"
"Quelle hormone ne traverse pas la barrière placentaire ?", "Progestérone", "Corticoïdes", "T4", "Adrénaline", "3", "Le document : 'Ne passent pas : T4, insuline, hormones parathyroïdiennes'", "Easy"
"Quel est le rôle immunologique du placenta ?", "Stimuler l'immunité maternelle", "Diminuer la défense immunitaire maternelle pour tolérance", "Produire des anticorps", "Activer les lymphocytes", "2", "Le document : 'Diminue la défense immunitaire maternelle pour permettre une certaine tolérance +++'", "Easy"
"Quelles sont les deux couches des membranes ?", "Endomètre et myomètre", "Amnios et chorion", "Péritoine et fascia", "Épithélium et stroma", "2", "Le document : '2 couches : Amnios : couche interne, Chorion : couche externe'", "Easy"
"Quelle est la composition du liquide amniotique ?", "Eau 50%, protéines 50%", "Eau 98%, sels minéraux, substances organiques, cellules fœtales", "Glucose pur", "Sang fœtal", "2", "Le document : 'Composition : Eau : 98%, Sels minéraux, Substances organiques, Poils de lanugo, Matières sébacées, Cellules épidermiques'", "Easy"
"Quel marqueur permet d'évaluer la maturation pulmonaire fœtale ?", "Alpha-fœtoprotéine", "Bilirubine", "Rapport Lécithine/Sphingomyéline", "Estradiol", "3", "Le document : 'Lécithine / Sphingomyéline : évaluation de la maturation des poumons'", "Easy"
"Quel marqueur permet le dépistage des malformations du système nerveux central ?", "Lécithine", "Alpha-fœtoprotéine", "Bilirubine", "HPL", "2", "Le document : 'AlphaFoetoProtéine : Dépistage de malformation du SNC'", "Easy"
"Quelle est la quantité normale de liquide amniotique à terme ?", "200-400 ml", "500-1000 ml", "1000-1500 ml", "1500-2000 ml", "2", "Le document : 'Quantité à terme (37 - 41 SA) : 500 ml à 1000 ml'", "Easy"
"Quelle est la longueur normale du cordon ombilical ?", "30 cm", "50 cm", "70 cm", "90 cm", "2", "Le document : 'L = 50 cm (30 - 70 cm)'", "Easy"
"Combien de vaisseaux contient le cordon ombilical normal ?", "2", "3", "4", "1", "2", "Le document : 'Véhicule 3 vaisseaux : 2 artères, 1 veine'", "Easy"
"Que signifie un liquide amniotique de couleur verte ?", "Infection", "Ischémie fœtale (liquide méconial)", "Mort fœtale", "Hydramnios", "2", "Le document : 'De couleur Verte = "méconial ou purée de pois" : Ischémie foetale'", "Easy"
"Que signifie un liquide amniotique rouge ?", "Infection", "Ischémie fœtale", "Mort fœtale", "Hydramnios", "3", "Le document : 'Rouge : Mort foetale'", "Easy"
"Que signifie un liquide amniotique nauséabond ?", "Infection (chorioamniotite)", "Ischémie fœtale", "Mort fœtale", "Hydramnios", "1", "Le document : 'Nauséabonde : infection = Chorioamniotite'", "Easy"
"Quelle est la définition de l'hydramnios ?", "Liquide amniotique en excès", "Liquide amniotique insuffisant", "Liquide amniotique vert", "Liquide amniotique rouge", "1", "Le document : 'Abondant = excès / Hydramnios'", "Easy"
"Quelle est la définition de l'oligoamnios ?", "Liquide amniotique en excès", "Liquide amniotique insuffisant", "Liquide amniotique vert", "Liquide amniotique rouge", "2", "Le document : 'Insuffisant = Oligoamnios'", "Easy"
"Quelle pathologie est associée à un cordon trop court (<30 cm) ?", "Procidence", "Dystocie", "Circulaire", "Nœud du cordon", "2", "Le document : 'Trop court < 30 cm -> dystocie'", "Easy"
"Quelle pathologie est favorisée par un cordon trop long (>70 cm) ?", "Dystocie", "Procidence, circulaire, écharpe, nœud du cordon", "Malformation", "Anémie fœtale", "2", "Le document : 'Trop long > 70 cm -> favorise : procidence, circulaire, écharpe, noeud du cordon'", "Easy"
"Quel est le rôle principal du cordon ombilical ?", "Protection mécanique", "Voie des éléments nutritifs vers le fœtus et élimination des déchets", "Sécrétion hormonale", "Défense immunitaire", "2", "Le document : 'Voie des éléments nutritifs vers le foetus, Voie d'élimination des déchets foetaux'", "Easy"
"Quelle est la fonction de l'amnios ?", "Protection externe", "Participe à la sécrétion du liquide amniotique", "Ancrage placentaire", "Production hormonale", "2", "Le document : 'Fonction : participe sécrétion du liquide amniotique'", "Medium"
"Quel est le principal organe d'élimination du liquide amniotique ?", "Reins maternels", "Poumons fœtaux", "Déglutition fœtale puis reins maternels", "Amnios", "3", "Le document : 'Déglutition foetale +++ -> Réabsorption intestinale -> Sang foetal -> placenta -> Sang maternel -> Reins maternels = élimination'", "Difficult"
"Quel examen permet de dépister une hypoxie fœtale via le cordon ?", "Échographie 3D", "Doppler de l'artère ombilicale", "IRM fœtale", "Amniocentèse", "2", "Le document : 'Doppler de l'artère ombilical pour évaluer la résistance placentaire (dépistage d'une hypoxie foetale)'", "Medium"
"Quelle cellule peut être prélevée dans le sang ombilical pour des greffes ?", "Globules rouges", "Globules blancs", "Cellules souches multipotentes", "Plaquettes", "3", "Le document : 'Présence de cellules souches dans le sang ombilical : multipotentes -> greffes d'organe (moelle osseuse dans la leucémie)'", "Medium"
"Quelle malformation du cordon est citée ?", "Artère unique", "Veine double", "Cordon torsadé", "Cordon court", "1", "Le document : 'Malformation : artère unique'", "Easy"
"Quel est le rôle du syncitiotrophoblaste à J5 ?", "Production hormonale", "Pouvoir protéolytique assurant l'implantation", "Formation des cotylédons", "Sécrétion de lait", "2", "Le document : 'Pouvoir protéolytique +++, Assure l'implantation de l'oeuf'", "Medium"
"Quels sont les trois diagnostics à citer devant une perte d'eau ?", "Rupture spontanée des membranes, rupture d'hydrocèle décidual, rupture de poche amnio-choriale", "Hydramnios, oligoamnios, chorioamniotite", "Procidence, circulaire, dystocie", "Prématurité, infection, malformation", "1", "Le document : 'Signe : pertes d'eaux. 3 diagnostics à citer : Rupture spontanée des membranes, Rupture d'une hydrocèle décidual, Rupture d'une poche amnio-chorial'", "Difficult"
"Quelle est la face du placenta visible à l'accouchement (examen du délivre) ?", "Face fœtale et face maternelle", "Uniquement face fœtale", "Uniquement face maternelle", "Face latérale", "1", "Le document : 'Deux faces : Face foetale, Face maternelle'", "Easy"
