"front","back","cognitive_level"
"Quelle est la définition des annexes fœtales ?","Formations temporaires destinées à protéger, nourrir et oxygéner l’embryon puis le fœtus durant la vie intra-utérine.","Recall"
"Quelles sont les quatre annexes fœtales ?","1) Placenta. 2) Membranes. 3) Liquide amniotique. 4) Cordon ombilical.","Recall"
"À partir de quand commence la formation du placenta et par quelle structure ?","Commence à J5 post-fécondation par la formation d’une couche superficielle du blastocyste = syncitiotrophoblaste.","Recall"
"Quelle est la propriété du syncitiotrophoblaste et quel rôle assure-t-elle ?","Pouvoir protéolytique +++ – assure l’implantation de l’œuf.","Recall"
"Qu’est-ce qu’un cotylédon ?","Cavités divisant la chambre intervilleuse, au nombre de 15 à 30, formées à M4 (19 SA) par les septa inter-cotyloïdiens.","Recall"
"À quel âge gestationnel la placentation est-elle terminée ?","À M5 (23 SA) – fin de la placentation, puis croissance.","Recall"
"Quelles sont les deux faces du placenta à terme ?","1) Face fœtale : lisse, tapissée par l’amnios. 2) Face maternelle : charnue, représentée par les cotylédons.","Recall"
"Quels sont le diamètre, l’épaisseur et le poids normaux du placenta à terme ?","Diamètre : 16-20 cm. Épaisseur : centre 20-30 mm, bord 4-6 mm. Poids : 500-600 g (1/6 du poids fœtal – intérêt médico-légal).","Recall"
"Quels échanges gazeux se font au niveau placentaire ?","O2 et CO2.","Recall"
"Quels éléments nutritifs passent le placenta ?","Glucose, azote, acides aminés, vitamines.","Recall"
"Citez trois hormones qui passent facilement le placenta et une qui ne passe pas.","Passent facilement : progestérone, œstrogène, androgènes, adrénaline. Ne passent pas : T4, insuline, hormones parathyroïdiennes.","Recall"
"Quels médicaments ne passent pas la barrière placentaire ?","Héparine, curare, bismuth, arsenic, antimoine, CO.","Recall"
"Quel type d’immunoglobuline traverse le placenta ?","Les IgG passent. Les bactéries ne passent pas.","Recall"
"Quelles hormones le placenta synthétise-t-il et sécrète-t-il ?","HCG, progestérones, œstrogènes, hormones lacto-placentaires (HPL).","Recall"
"Quelles sont les deux couches des membranes fœtales et laquelle est interne/externe ?","Amnios : couche interne. Chorion : couche externe.","Recall"
"Quels sont les trois rôles des membranes ?","1) Protection du fœtus (traumatismes, chocs, amortissement). 2) Leur rupture renforce les contractions. 3) Assurent la vitalité du fœtus (sans membranes → pas de liquide → grossesse terminée).","Recall"
"Quelles sont les caractéristiques du chorion ?","Membrane externe (par rapport au fœtus). Tapisse la face fœtale du placenta, en contact avec la caduque de l’endomètre. Fibreuse, épaisse, transparente.","Recall"
"Quelles sont les caractéristiques de l’amnios ?","Membrane interne, double le chorion à l’intérieur et tapisse le cordon ombilical. Mince, transparente, très résistante, imperméable aux germes. Participe à la sécrétion du liquide amniotique.","Recall"
"Quel est le signe clinique de pathologie des membranes ?","Pertes d’eaux. Trois diagnostics : rupture spontanée des membranes (grave si < 32 SA), rupture d’une hydrocèle décidual, rupture d’une poche amnio-choriale.","Recall"
"Quelles sont les trois origines du liquide amniotique ?","1) Fœtale : excrétion rénale +++ et sécrétion pulmonaire. 2) Maternelle : transsudation. 3) Amnios.","Recall"
"Quels sont les deux modes d’élimination du liquide amniotique ?","1) Déglutition fœtale +++ → réabsorption intestinale → sang fœtal → placenta → sang maternel → reins maternels. 2) Réabsorption par l’amnios.","Recall"
"Quelle est la composition du liquide amniotique ?","Eau (98 %), sels minéraux (Ca++), substances organiques (protéines, glucides, lipides, hormones), poils de lanugo, matières sébacées, cellules épidermiques/anucléées, cellules épithéliales (urines/vagin).","Recall"
