question, answer, explanation, difficulty
"Expliquez le rôle physiologique des tranchées dans le post-partum.", "Permettent la rétraction utérine et l'oblittération des vaisseaux, évitant les hémorragies du post-partum", "Le document : 'permettent la rétraction utérine (on ne parle pas de contraction, permettent l'oblittération des vaisseaux évitant les HPP)'", "Difficult"
"Pourquoi les tranchées augmentent-elles pendant l'allaitement ?", "L'allaitement entraîne une décharge d'ocytocine, qui stimule les contractions utérines", "Le document : 'car décharge d'ocytocine -> augmentation de la contraction utérine'", "Medium"
"Quels sont les quatre signes cliniques de l'endométrite puerpérale ?", "Lochies fétides, hyperthermie, utérus gros, mou et douloureux", "Le document : 'Lochies fétides, Hyperthermie, Utérus un peu gros, mou et douloureux'", "Medium"
"Quels sont les trois types de laxatifs recommandés pour la constipation post-partum ?", "Lansoyl gelée, suppositoires de glycérine, Eductyl", "Document les énumère", "Easy"
"Quels sont les signes cliniques de la phlébite post-partum ?", "Douleur unilatérale crampiforme, chaleur mollet, diminution ballotement mollet, signe de Hommans, augmentation pouls, diminution périmètre marche, œdème dur", "Document énumère ces signes", "Difficult"
"Expliquez le mécanisme de survenue des hémorroïdes pendant la grossesse et l'accouchement.", "Compression du système veineux pelvien par le fœtus, puis effort expulsif", "Le document : 'dues à une compression du système veineux au niveau pelvien. La grossesse et l'accouchement y sont très favorables'", "Medium"
"Quels sont les quatre T des causes d'hémorragie du post-partum ?", "Tonus (atonie), Tissus (rétention), Trou (déchirure, rupture), Trouble (coagulation)", "Document : 'Tonus, Tissus, Trou, Trouble'", "Easy"
"Pourquoi les oestroprogestatifs sont-ils évités chez la femme allaitante ?", "Car les œstrogènes diminuent la sécrétion lactée", "Document : 'Microprogestatifs si allaitante' – implication clinique", "Medium"
"Quelle est la porte d'entrée des infections puerpérales en cas d'accouchement par voie basse ?", "La voie vaginale", "Document : 'La porte d'entrée est vaginale (sauf en cas de césarienne)'", "Easy"
"Quelle est la prévention de l'infection puerpérale après césarienne ?", "Antibiotiques", "Document : 'prévention consiste en l'administration d'antibiotiques en cas de césarienne'", "Easy"
"Expliquez le baby blues et son facteur favorisant selon le document.", "Syndrome dépressif passager vers J3, favorisé par haut niveau socio-économique et intellectuel", "Document : 'Syndrome dépressif qui apparaît vers J3. Souvent à haut niveau socio-économique, intellectuels'", "Medium"
"Pourquoi l'involution utérine est-elle plus rapide les 2/3 premières semaines ?", "Du fait de la rétraction myométriale intense et des tranchées", "Document : 'L'involution utérine est très rapide les 2/3 premières semaines'", "Medium"
"Quel est le traitement des hémorroïdes thrombosées ?", "Incision", "Document : 'Incision uniquement si thrombose'", "Easy"
"Quels sont les risques de la péritonite post-partum ?", "Septicémie, choc septique, décès", "Document : 'Risque de septicémie'", "Medium"
"Quel est le traitement de l'incontinence urinaire post-partum ?", "Kinésithérapie (rééducation périnéale)", "Document : 'kiné (rééducation périnéale péri-partum)'", "Easy"
"Pourquoi la rétention d'urine post-partum doit-elle être traitée rapidement ?", "Risque d'infection urinaire, d'atonie vésicale et de lésions rénales", "Document : 'Traitement : sondage vésical' – implication", "Difficult"
"Quelle est la différence entre lochies normales et lochies pathologiques ?", "Lochies normales : noirâtres → roses → claires ; lochies pathologiques : fétides (infection)", "Document : 'Lochies fétides' comme signe d'endométrite", "Medium"
"Quels sont les deux types de contraception hormonale post-partum cités ?", "Microprogestatifs (allaitement) et oestroprogestatifs minidosés", "Document : 'Microprogestatifs si allaitante, Oestroprogestatifs minidosés'", "Medium"
"Pourquoi les premiers cycles post-partum sont-ils souvent anovulatoires ?", "Car l'axe hypothalamo-hypophyso-ovarien met du temps à se réactiver", "Document : 'Les premiers cycles sont souvent anovulatoires'", "Medium"
"Quelle est la particularité des lochies dans les premiers jours ?", "Noirâtres et incoagulables", "Document : 'noirâtres incoagulables'", "Easy"
"Quel est le traitement de la constipation après épisiotomie ?", "Levers précoces, fibres, laxatifs doux (Lansoyl, glycérine, Eductyl)", "Document donne ces mesures", "Medium"
"Quels sont les deux types de stérilisation cités ?", "Sous anesthésie locale ou générale (ligature des trompes)", "Document : 'AL ou AG (ligature des trompes)'", "Easy"
"Expliquez le mécanisme de l'atonie utérine comme cause d'HPP.", "Utérus ne se contracte pas après l'accouchement, les vaisseaux utérins restent ouverts → hémorragie", "Document : 'Le Tonus : atonie utérine'", "Medium"
"Quelle est la valeur pronostique des levers précoces sur la constipation ?", "Améliorent le transit et réduisent la constipation post-partum", "Document : 'Levers précoces' dans traitement constipation", "Medium"
"Quel est le traitement des signes de phlébite confirmée ?", "Anticoagulation, bas de contention, avis vasculaire", "Document non détaillé, mais implication clinique", "Difficult"
"Quel est le délai de pose du stérilet après accouchement ?", "Immédiat ou à 1 mois (visite post-natale)", "Document : 'Peut être posé immédiatement ou 1 mois après'", "Easy"
"Pourquoi les varices préexistantes s'aggravent-elles pendant la grossesse ?", "Compression pelvienne et augmentation du volume sanguin", "Document : 'La grossesse aggrave les varices préexistantes ou les révèle'", "Medium"
"Quelle est la conduite à tenir devant une endométrite puerpérale ?", "Antibiotiques à forte dose", "Document : 'Antibiotiques à forte dose'", "Easy"
"Quelle est la particularité de la ligature des trompes dans les 7 jours post-partum ?", "Profiter de l'involution utérine et de la proximité des trompes", "Document : 'dans les 7 jours après l'accouchement'", "Difficult"
"Quel est le message principal sur les petits ennuis des suites de couches ?", "Ils sont fréquents mais le plus souvent bénins et traitables", "Document implicite", "Easy"
