"question","answer","explanation","difficulty"
"Le cancer de l’estomac est le 1er cancer digestif en France.","False","Le document : '3ème cancer digestif en France'","Easy"
"L’adénocarcinome représente 90% des cancers de l’estomac.","True","Le document : 'Type histologique : adénocarcinome (90%)'","Easy"
"La chirurgie d’exérèse est le seul traitement potentiellement curatif.","True","Le document : 'Chirurgie d’exérèse : seul traitement potentiellement curatif'","Easy"
"La survie globale à 5 ans du cancer de l’estomac est de 35%.","False","Le document : 'Mauvais pronostic : 15% de survie à 5 ans'","Easy"
"Les tumeurs superficielles ont une survie à 5 ans supérieure à 90%.","True","Le document : 'Tumeurs superficielles : bon pronostic (90% à 5 ans)'","Easy"
"L’estomac mesure 30 cm de long.","False","Le document : '25cm de long'","Easy"
"La paroi gastrique comporte 3 couches.","False","Le document : '04 couches'","Easy"
"Le foie est le site métastatique le plus fréquent (90%).","True","Le document : 'foie (90%)'","Easy"
"L’antre pylorique est la localisation la plus fréquente du cancer.","True","Le document : 'Siège (antre pylorique +++'","Easy"
"La fibroscopie digestive haute est l’examen clé pour le diagnostic.","True","Le document : 'Fibroscopie digestive haute : +++'","Easy"
"Le lymphome non Hodgkinien représente 3 à 5% des cancers gastriques.","True","Le document : 'Lymphome non Hodgkinien (3 à 5%)'","Easy"
"Les marqueurs tumoraux sont l’ACE et le CA 15-3.","False","Le document : 'ACE et Ca 19-9'","Easy"
"T1 signifie atteinte de la musculeuse.","False","Le document : 'T1 : atteinte du chorion muqueux et de la sous-muqueuse'","Easy"
"N2 correspond à 1 à 6 ganglions envahis.","False","Le document : 'N2 : 7 à 15 ganglions envahis'","Easy"
"Le cancer du cardia se manifeste par une dysphagie.","True","Le document : 'Cancer du cardia : symptomatologie oesophagienne (dysphagie)'","Easy"
"L’alimentation riche en sel est un facteur environnemental.","True","Le document : 'Alimentation riche en sel, aliments séchés, fumés'","Easy"
"La gastrite chronique atrophique est une lésion précancéreuse.","True","Le document : 'Gastrites chroniques atrophiques' dans facteurs gastriques","Easy"
"L’ulcère gastrique bénin est le principal diagnostic différentiel.","True","Le document : 'Diagnostic différentiel : Ulcère gastrique bénin'","Easy"
"Le but de la chirurgie curative est uniquement de soulager.","False","Le document : 'Buts : Enlever la tumeur, Assurer une bonne continuité digestive, Prolonger la survie'","Easy"
"Après gastrectomie totale, une supplémentation en vitamine B12 est nécessaire.","True","Le document : 'Vitaminothérapie B12 (1000µg/mois à vie)'","Easy"
"La survie à 5 ans après gastrectomie est de 35%.","True","Le document : '35% après gastrectomie'","Easy"
"En l’absence de traitement, la survie médiane est de 4 mois.","True","Le document : 'Absence d’exérèse : survie de 4 mois'","Easy"
