"question","answer","explanation","difficulty"
"Quel est le type histologique prédominant du cancer de l’estomac ?","Adénocarcinome (90%).","Le document : 'Type histologique : adénocarcinome (90%)'","Easy"
"Quelle est la survie globale à 5 ans du cancer de l’estomac ?","15%.","Le document : 'Mauvais pronostic : 15% de survie à 5 ans'","Easy"
"Quelle est la survie à 5 ans des tumeurs superficielles ?","Plus de 90%.","Le document : 'Tumeurs superficielles : bon pronostic (90% à 5 ans)'","Easy"
"Quel est l’examen de référence pour le diagnostic ?","La fibroscopie digestive haute avec biopsies multiples.","Le document : 'Fibroscopie digestive haute : +++'","Easy"
"Quels sont les deux marqueurs tumoraux utilisés ?","ACE et Ca 19-9.","Le document : 'Marqueurs tumoraux (ACE et Ca 19-9)'","Easy"
"Quelle est la définition de T1 dans la classification TNM ?","Atteinte du chorion muqueux et de la sous-muqueuse.","Le document : 'T1 : atteinte du chorion muqueux et de la sous-muqueuse'","Easy"
"Quelle est la définition de N2 ?","7 à 15 ganglions péri-gastriques envahis.","Le document : 'N2 : 7 à 15 ganglions envahis'","Easy"
"Quel est le symptôme principal du cancer du cardia ?","Dysphagie.","Le document : 'Cancer du cardia : symptomatologie oesophagienne (dysphagie)'","Easy"
"Citez deux facteurs environnementaux du cancer gastrique.","Alimentation riche en sel, aliments fumés, tabac, alcool, reflux biliaire.","Le document liste ces facteurs.","Easy"
"Quel est le diagnostic différentiel principal ?","Ulcère gastrique bénin.","Le document : 'Ulcère gastrique bénin'","Easy"
"Quelle vitaminothérapie est nécessaire après gastrectomie totale ?","Vitamine B12 1000 µg par mois à vie.","Le document : 'Vitaminothérapie B12 (1000µg/mois à vie)'","Easy"
"Quelle est la survie après gastrectomie à 5 ans ?","35%.","Le document : '35% après gastrectomie'","Easy"
"Quelle est la survie sans traitement ?","4 mois.","Le document : 'survie de 4 mois'","Easy"
"Quelle est la mortalité opératoire ?","10%.","Le document : 'Mortalité opératoire élevée (10%)'","Easy"
"Quel est le ganglion à distance palpable ?","Ganglion de Troisier.","Le document : 'ganglion de Troisier'","Easy"
"Quel est l’aspect macroscopique de la linite gastrique ?","Dure, friable, hémorragique.","Le document : 'linite gastrique : dure, friable, hémorragique'","Easy"
