"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quelle est la définition d'une paralysie flasque aiguë (PFA) ?","Perte progressive de la motricité sur plusieurs semaines","Perte brutale de la motricité d'un membre ou d'une partie du corps, survenue récente en dehors d'un contexte traumatique","Paralysie avec hypertonie et hyperréflexie","Paralysie transitoire récidivante","2","Document: 'PFA : perte brutale de la motricité d’un membre ou d’une partie du corps, survenue récente en dehors d’un contexte traumatique'","Easy"
"Quel est le premier examen clinique à réaliser devant une PFA ?","IRM cérébrale","Électromyogramme","Reconnaître le déficit et établir le diagnostic topographique (central ou périphérique)","Prélèvement de selles","3","Document: 'Etapes de PEC d’une PFA : 1. Reconnaître le déficit ; 2. Etablir le diagnostic topographique -> atteinte centrale ou périphérique'","Easy"
"La PFA est un objet de surveillance régionale et mondiale dans le cadre de :","L'éradication de la poliomyélite","La lutte contre le tétanos","Le dépistage de la myasthénie","La prévention des AVC","1","Document: 'Objet de surveillance régionale et mondiale dans le cadre de stratégie d’éradication de la poliomyélite'","Easy"
"Quel signe clinique n'est PAS caractéristique d'une PFA ?","Hypotonie musculaire","ROT faibles ou abolis","Hyperréflexie ostéotendineuse","RCP en flexion (normal)","3","Document: 'ROT faible ou aboli' (donc hyperréflexie non caractéristique)","Easy"
"Quelle est la hantise étiologique devant une PFA ?","Guillain-Barré","Poliomyélite antérieure aiguë","Myasthénie","AVC","2","Document: 'Hantise : poliomyélite aiguë'","Easy"
"Quel examen permet d'isoler le virus de la poliomyélite ?","PCR sanguine","Prélèvement de selles","IRM médullaire","Électromyogramme","2","Document: 'Isolement du virus dans les selles ou dans le pharynx'","Easy"
"Dans la poliomyélite, la topographie du déficit est :","Symétrique et distale","Asymétrique, touchant surtout les muscles proximaux des membres inférieurs","Unilatérale faciale","Quadriplégique symétrique","2","Document: 'Topographie du déficit asymétrique : Membre inférieur, surtout les muscles proximaux'","Easy"
"Quel signe est typique de l'atteinte de la corne antérieure dans la poliomyélite ?","Amyotrophie rapide","Hypertonie","Hyperréflexie","Signe de Babinski","1","Document: 'Amyotrophie rapide (atteinte de la corne antérieure)'","Easy"
"Quel est le délai maximal pour réaliser un prélèvement de selles devant une PFA ?","7 jours","14 jours","6 semaines","3 mois","3","Document: 'Prélèvements de selles (faisable jusqu’à 6 semaines après l’apparition de PFA)'","Easy"
"À quel délai faut-il réaliser le suivi de l'issue de la paralysie ?","30 jours","60 jours","90 jours","120 jours","2","Document: 'suivi de l’issue de la paralysie 60 jours après son apparition'","Easy"
