"question","option1","option2","option3","option4","answer","explanation","difficulty"
"Quelle est la définition anatomopathologique de la pancréatite chronique ?","Inflammation aiguë réversible du pancréas","Maladie inflammatoire chronique et fibrosante du pancréas avec destruction irréversible du pancréas exocrine puis endocrine","Infection bactérienne chronique du pancréas","Tumeur pancréatique","2","Document : 'Maladie inflammatoire chronique et fibrosante du pancréas ; Destruction irréversible du pancréas exocrine ; Au stade évolué : destruction du pancréas endocrine'.","Easy"
"Quel est le sexe le plus touché par la pancréatite chronique ?","Femmes","Hommes","Égal","Enfants","2","Document : 'Surtout homme : sex ratio : 10/1'.","Easy"
"Quel est le pic d'âge de la pancréatite chronique ?","20-30 ans","30-40 ans","40-50 ans","50-60 ans","2","Document : 'Ages : pic entre 30 - 40 ans'.","Easy"
"Quelle est la principale étiologie de la pancréatite chronique ?","Lithiase biliaire","Alcool","Hypercalcémie","Génétique","2","Document : 'Intoxication éthylique chronique : principale étiologie' et 'Alcool : 85% des cas'.","Easy"
"Quels sont les deux inhibiteurs de précipitation du calcium dans le suc pancréatique normal ?","Citrate et lithostatine","Calcium et magnésium","Bicarbonates et protéines","Lipase et amylase","1","Document : 'Présence de : Citrate : chélateur du calcium ; Lithostatine : inhibiteur de formation de cristaux de calcium'.","Easy"
"Quel est le mécanisme de formation des calculs pancréatiques dans la pancréatite chronique alcoolique ?","Augmentation des protéines, diminution eau/bicarbonate, citrate, lithostatine → bouchons protéiques → précipitation du calcium","Augmentation du calcium sanguin","Obstruction du canal de Wirsung","Infection bactérienne","1","Document : 'L’éthylisme entraine une augmentation de concentration de protéines... Diminution de la sécrétion d’eau et bicarbonate, de citrate, de lithostatine... Formation de bouchons protéiques canalaires, Précipitation intra-canalaire du calcium'.","Medium"
"Quelle est la conséquence des calculs pancréatiques ?","Stase en amont, destruction parenchymateuse irréversible, fibrose","Diabète uniquement","Douleur uniquement","Cancer du pancréas","1","Document : 'Calculs : responsable de stase en amont, atteinte inflammatoire... destruction parenchymateuse irréversible... accompagnée de fibrose'.","Easy"
"Quel est le profil typique du patient atteint de pancréatite chronique alcoolique ?","Femme de 50 ans, diabétique","Homme de 35-40 ans, douleur épigastrique transfixiante irradiant dans le dos","Enfant de 10 ans, vomissements","Personne âgée, ictère","2","Document : 'Homme de 35 - 40 ans ; Douleur : Epigastrique irradiant vers le dos, transfixiante'.","Easy"
"Quelle est l'irradiation caractéristique de la douleur dans la pancréatite chronique ?","En bretelle (HCD, HCG, épaule gauche)","En barre épigastrique","Dans les deux bras","Vers les membres inférieurs","1","Document : 'Irradiation en bretelle : HCD, HCG, Epaule gauche'.","Easy"
"Quelle position soulage la douleur de la pancréatite chronique ?","Décubitus dorsal","Position en prière mahométane ou en chien de fusil","Position assise","Décubitus latéral","2","Document : 'Douleur soulagée par la prise d’acétylsalicylique et position en prière mahométane , chien de fusil'.","Easy"
"Quels sont les trois signes d'orientation pancréatique de la douleur ?","Déclenchée par l'alimentation (alcool, graisses), transfixiante, améliorée par compression épigastrique et position en chien de fusil","Fièvre, ictère, vomissements","Amaigrissement, anorexie, asthénie","Diarrhée, douleur, déshydratation","1","Document : '3 signes : orientation pancréatique : 1. Déclenchée par l’alimentation : surtout alcool et graisse ; 2. Transfixiante ; 3. Améliorée par la compression du creux épigastrique et la position en chien de fusil'.","Medium"
"Quel examen d'imagerie simple montre des calcifications pancréatiques au niveau L1-L2 ?","TDM","ASP (radiographie abdomen sans préparation)","Échographie","IRM","2","Document : 'ASP : Face; profil strict; antérieur gauche ; Calcifications au niveau L1 et L2'.","Easy"
"Quel examen est le plus performant pour analyser le pancréas et les calcifications ?","Échographie","TDM abdominale avec injection","ASP","Bili-IRM","2","Document : 'TDM abdominale avec injection de produit de contraste : Analyse constante et approfondie du pancréas ; Présence de calcification ou non'.","Easy"
"Quel examen est utile pour les formes débutantes de pancréatite chronique ?","CPRE","Echoendoscopie pancréatique","ASP","Bili-IRM","2","Document : 'Echoendoscopie pancréatique : Surtout les formes débutantes'.","Easy"
"Quel examen non invasif remplace la CPRE pour l'exploration des voies biliaires et du pancréas ?","Bili-IRM","TDM","Échographie","Echoendoscopie","1","Document : 'Bili-IRM : Remplace la CPRE, non invasif'.","Easy"
"Quelle est l'évolution de la douleur dans les 5 premières années de pancréatite chronique ?","Disparition complète","Poussées aiguës douloureuses fréquentes","Douleur constante","Douleur uniquement nocturne","2","Document : '5 premières années : Poussées aiguës douloureuses (va et vient domicile-hopital)'.","Easy"
"Quelle complication survient à 5-10 ans de pancréatite chronique ?","Insuffisance pancréatique endocrine","Pseudo-kyste, cholestase extra-hépatique","Cancer du pancréas","Diabète","2","Document : '5 - 10 ans : Pseudo-kyste, choléstase extra-hépatique'.","Easy"
"Quelle est la complication tardive à 10 ans de pancréatite chronique ?","Insuffisance pancréatique exocrine et endocrine","Pseudo-kyste","Hémorragie digestive","Ictère","1","Document : '10 ans : Insuffisance pancréatique exocrine, Insuffisance pancréatique endocrine'.","Easy"
"Quelle est la fréquence des pseudo-kystes dans la pancréatite chronique ?","10%","20%","30%","40%","4","Document : 'Pseudo-kystes : Fréquente : 40% des PC'.","Easy"
"Quel est le pourcentage de sténose de la voie biliaire principale dans la pancréatite chronique ?","10-20%","20-30%","30-40%","40-50%","2","Document : 'Sténose de la voie biliaire principale : 20 - 30 % des cas'.","Easy"
"Quel est le type d'hypertension portale observé dans la pancréatite chronique ?","Hypertension portale segmentaire","Hypertension portale infra-hépatique","Hypertension portale intra-hépatique","Hypertension portale supra-hépatique","1","Document : 'Hypertension portale segmentaire : Due à une compression par le parenchyme pancréatique remanié'.","Medium"
"Quelle est la conséquence de l'insuffisance pancréatique exocrine ?","Diarrhée chronique avec selles graisseuses (stéatorrhée)","Diabète","Ictère","Ascite","1","Document : 'Insuffisance pancréatique exocrine : MALDIGESTION : Diarrhée chronique : selles abondantes et graisseuses, Stéatorrhée > 5g/j'.","Easy"
"Quel examen biologique confirme l'insuffisance pancréatique exocrine ?","Baisse de l'élastase 1 fécale","Hyperglycémie","Lipasémie élevée","Amylasémie élevée","1","Document : 'Baisse de l’élastase 1 fécale ++'.","Easy"
"Quel est le pourcentage des pancréatites chroniques d'origine alcoolique ?","50%","65%","75%","85%","4","Document : 'Alcool : 85% des cas'.","Easy"
"Quelle est la durée moyenne d'intoxication alcoolique avant l'apparition d'une pancréatite chronique ?","5 ans","10 ans","17 ans","25 ans","3","Document : 'Durée moyenne : 17 ans'.","Medium"
"Quelle est la principale étiologie de pancréatite chronique dans les régions tropicales ?","Régime riche en manioc et pauvre en protéines","Alcool","Hypercalcémie","Génétique","1","Document : 'Pancréatite chronique dans les régions tropicales : Régime riche en manioc et pauvre en protéine'.","Medium"
"Quel type de pancréatite chronique est associé à la présence d'auto-anticorps ?","Pancréatite auto-immune","Pancréatite alcoolique","Pancréatite génétique","Pancréatite obstructive","1","Document : 'Auto-immune : Récidive -> remaniement de la paroi, Sujet jeune, Présence d’auto-Ac'.","Easy"
"Quel est le pourcentage des pancréatites chroniques idiopathiques ?","5%","10%","15%","20%","2","Document : 'Idiopathique (10%)'.","Easy"
"Quels sont les trois signes de la douleur pancréatique chronique selon le document ?","Déclenchée par alcool/graisses, transfixiante, améliorée par compression épigastrique","Fièvre, vomissements, ictère","Diarrhée, amaigrissement, anorexie","Hématémèse, méléna, anémie","1","Document.","Medium"
"Quelle est la différence entre pseudo-kyste et kyste vrai ?","Le pseudo-kyste n'a pas d'épithélium propre, paroi fibreuse","Le pseudo-kyste a un épithélium","Le pseudo-kyste est malin","Le pseudo-kyste est toujours infecté","1","Document : 'collection liquidienne à paroi fibreuse qui n’a pas son propre épithélium'.","Easy"
"Quels sont les trois signes cliniques du pseudo-kyste pancréatique ?","Douleur abdominale, vomissement, ictère, masse abdominale","Diarrhée, amaigrissement, fièvre","Ascite, œdèmes, anasarque","Hémorragie, perforation, occlusion","1","Document.","Medium"
"Quel est le diagnostic d'une cholestase anictérique avec dilatation des voies biliaires chez un patient avec pancréatite chronique ?","Sténose de la voie biliaire principale","Lithiase cholédocienne","Cancer de la tête du pancréas","Cholangite sclérosante","1","Document : 'Sténose de la voie biliaire principale : 20 - 30 % des cas, Cholestase anictérique (biologie), Parfois ictère... dilatation des VBP, VBIH et VBEH'.","Medium"
"Quel est le mécanisme de l'hypertension portale segmentaire dans la pancréatite chronique ?","Compression par le parenchyme pancréatique remanié ou thrombose veineuse","Cirrhose associée","Bilharziose","Syndrome de Budd-Chiari","1","Document : 'Due à une compression par le parenchyme pancréatique remanié ; peut donner thrombose de la veine splénique, veine porte, veine mésentérique supérieure'.","Medium"
"Quelle complication peut donner une hémorragie digestive par rupture d'anévrysme ?","Rupture de faux anévrysme de l'artère splénique, mésentérique supérieure","Rupture de varices œsophagiennes","Ulcère gastrique","Maladie de Crohn","1","Document : 'Rupture de faux anévrysme de l’artère splénique, mésentérique supérieure, vaisseaux péri-pancréatiques -> fistulisation au niveau de l’estomac, méléna, hématémèse'.","Medium"
"Quel est le diagnostic différentiel principal de la douleur épigastrique de la pancréatite chronique ?","Ulcère duodénal","Infarctus du myocarde","Colique néphrétique","Appendicite","1","Document : 'DIAGNOSTIC DIFFERENTIEL : Ulcère duodénal (épigastralgie)'.","Easy"
"Quel examen confirme une sténose duodénale dans la pancréatite chronique ?","Fibroscopie digestive haute et TOGD","TDM","Échographie","IRM","1","Document : 'Confirmation : fibroscopie digestive haute et TOGD'.","Medium"
"Quel est le seuil de stéatorrhée définissant une insuffisance pancréatique exocrine ?","> 3 g/j","> 5 g/j","> 7 g/j","> 10 g/j","2","Document : 'Stéatorrhée > 5g/j'.","Easy"
"Quel est le type de diabète observé dans la pancréatite chronique ?","Diabète de type 1 auto-immun","Diabète insulinoprive (secondaire)","Diabète gestationnel","Diabète de type 2","2","Document : 'Insuffisance pancréatique endocrine : DIABETE : latent -> patent : diabète insulinoprive'.","Medium"
"Quel est le risque de cancer du pancréas dans la pancréatite chronique ?","Probabilité élevée","Identique à la population générale","Risque diminué","Aucun risque","1","Document : 'Cancer du pancréas : Probabilité élevée'.","Easy"
"Un patient de 40 ans, éthylique, a des douleurs épigastriques transfixiantes irradiant en bretelle, soulagées par la position en chien de fusil. Quel diagnostic ?","Pancréatite chronique","Ulcère duodénal","Lithiase biliaire","Infarctus du myocarde","1","Document.","Easy"
"Un patient avec pancréatite chronique a une diarrhée chronique avec selles graisseuses. Quel mécanisme ?","Insuffisance pancréatique exocrine (maldigestion)","Insuffisance pancréatique endocrine","Pseudo-kyste","Sténose duodénale","1","Document.","Easy"
"Un patient a une pancréatite chronique avec une calcification pancréatique visible sur ASP. Quelle étiologie ?","Alcoolique le plus souvent","Génétique","Auto-immune","Tropicale","1","Document.","Easy"
"Un patient a une pancréatite chronique, une TDM montre un pseudo-kyste. Quelle complication immédiate peut survenir ?","Infection, compression, rupture, hémorragie","Cancer","Diabète","Insuffisance rénale","1","Non détaillé mais complications classiques.","Difficult"
"Un patient a une pancréatite chronique avec ictère et dilatation des voies biliaires. Quelle est la cause la plus probable ?","Sténose de la voie biliaire principale","Lithiase cholédocienne","Cancer de la tête du pancréas","Cholangite","1","Document.","Medium"
"Quel est le traitement de la pancréatite chronique ?","Non détaillé dans le document","Difficult"
"Un patient a une pancréatite chronique avec un pseudo-kyste compliqué d'infection. Quelle prise en charge ?","Drainage","Non détaillé.","Difficult"
"Quel examen est le gold standard pour le diagnostic des formes débutantes ?","Echoendoscopie","Document.","Easy"
"Quel examen montre des plages hypoéchogènes, septums hyperéchogènes et taches hyperéchogènes ?","Echoendoscopie","Document.","Medium"
"Quel est le signe radiologique de la sténose duodénale à la TOGD ?","Non détaillé, mais classique.","Difficult"
